Well,Day,Area (um2),Perimeter (um),Equivalent diameter (um),Equivalent volume (um3),Form factor,Solidity,Eccentricity,Normalized mean intensity,Normalized median intensity,Normalized sum intensity,Normalized upper quartile intensity,Normalized lower quartile intensity,Granularity,Contrast,Dissimilarity,Homogeneity,Energy,Correlation,Angular second moment,Organoid_index,Condition
A01,T5,2662.185769,282.7152291,58.22027308,58122.44343,0.418552379,0.864365294,0.772457528,0.965439618,1.027522936,350.4545812,0.701149425,1.693548387,20,6.882131238,2.030718403,0.381313414,0.091211917,0.977252765,0.0083302,24_0,Control
A01,T5,91338.88928,1552.35446,341.0224125,11680728.14,0.476303533,0.958868895,0.623067339,1.194788925,1.376146789,165656.2896,0.954022989,1.967741935,1.716356382,19.54166693,2.770652543,0.367241655,0.039224733,0.990087106,0.001546778,25_0,Control
A01,T5,20811.6327,728.596983,162.782658,1270414.833,0.492653168,0.948218072,0.502266906,1.780335042,1.981651376,42165.45513,1.270114943,3.322580645,0.211261125,5.954585543,1.652029437,0.466860008,0.07325788,0.989893646,0.005385981,29_0,Control
A01,T5,23826.05573,763.2496444,174.1731218,1556196.94,0.513959379,0.959798521,0.337462938,1.030837599,1.146788991,29508.75712,0.83908046,1.64516129,0.779186668,25.07738326,3.470732098,0.290363983,0.031368159,0.983250189,0.000990704,31_0,Control
A01,T5,24084.70965,787.6927407,175.1159751,1581606.531,0.487795279,0.952640454,0.574395862,1.460149517,1.669724771,41633.24318,1.120689655,2.580645161,0.270445403,13.23191795,2.435954726,0.379790091,0.041527917,0.99356197,0.001732992,35_0,Control
A01,T5,7074.899707,427.3219465,94.91070584,251806.3969,0.486877557,0.939454608,0.718901969,1.523823185,1.733944954,7050.729876,1.16091954,2.661290323,1.447904595,13.44395525,2.632288148,0.34040731,0.044613482,0.992178527,0.001998674,40_0,Control
A01,T5,43993.52318,1034.530623,236.6733898,3904536.097,0.516549453,0.96806965,0.487365263,1.368856619,1.52293578,82870.57972,1.011494253,2.435483871,0.322261076,8.799138315,2.016330209,0.41199284,0.048814919,0.989024351,0.00240083,41_0,Control
A01,T5,22888.40276,757.2038349,170.7115096,1465242.67,0.501648758,0.9505036,0.497047144,1.716930986,1.935779817,46087.57845,1.252873563,3.209677419,0.088344357,8.722809787,1.845101238,0.460950091,0.068032939,0.992650186,0.004646749,46_0,Control
A01,T5,14995.68873,744.369944,138.1777981,777026.7188,0.340093728,0.846692401,0.828897372,1.545254291,1.724770642,18240.18165,1.149425287,2.725806452,0.804118055,24.29862067,3.148360241,0.327490677,0.040478741,0.975966561,0.001646821,47_0,Control
A01,T5,33715.99398,1107.684957,207.1920289,2619631.949,0.345313308,0.831170496,0.848579905,1.330186187,1.449541284,51294.63975,1.034482759,2.177419355,0.563732383,20.4214571,3.087162354,0.327550913,0.030466264,0.992009848,0.000933195,50_0,Control
A01,T5,21795.81739,733.9978583,166.5872042,1361589.106,0.508385832,0.943881572,0.331633201,1.559939814,1.752293578,40131.01166,1.16091954,2.85483871,0.25268665,14.5435174,2.454640542,0.38681954,0.046786172,0.990357653,0.002202067,51_0,Control
A01,T5,50312.7375,1128.604083,253.1011003,4775328.458,0.496368916,0.962647037,0.325041423,1.311940793,1.467889908,92730.59915,0.965517241,2.338709677,0.204438876,5.046445444,1.546261099,0.481844495,0.056844788,0.994087069,0.003255187,52_0,Control
A01,T5,15615.41834,645.5478284,141.0041423,825689.5006,0.47087609,0.921531027,0.474900814,1.01443885,1.110091743,15797.85621,0.781609195,1.677419355,1.129227159,24.08503968,3.697444793,0.248364259,0.029897152,0.973887718,0.000898791,55_0,Control
A01,T5,16857.47708,656.4023276,146.5046294,926136.9123,0.491656989,0.936054736,0.244371486,1.446956219,1.614678899,26370.77709,1.063218391,2.629032258,0.306894158,14.29942316,2.610474702,0.34511627,0.046248315,0.985152779,0.002151215,56_0,Control
A01,T5,46712.37885,1098.754963,243.8771166,4272030.099,0.486228206,0.950767196,0.238062663,1.51110766,1.706422018,97940.93185,1.114942529,2.725806452,0.198675497,7.455320726,1.840321854,0.442745393,0.054940215,0.993965987,0.003035749,60_0,Control
A01,T5,12964.67053,582.6206424,128.480081,624638.2196,0.479953997,0.929980607,0.373986087,1.163262876,1.293577982,14367.45979,0.873563218,2.032258065,1.432191676,26.04209209,3.70969316,0.255545349,0.033531304,0.970077026,0.001131249,8_0,Control
A01,T5,23122.36108,777.5380617,171.581772,1487765.883,0.480616557,0.929436474,0.467137438,1.394791581,1.577981651,38316.31952,1.086206897,2.403225806,0.282104669,16.79617466,2.624829048,0.372316313,0.040762487,0.991301016,0.001668652,9_0,Control
A02,T5,32040.59242,917.0337794,201.9785863,2426817.585,0.478784117,0.940978425,0.516405179,0.796494867,0.836538462,32508.1415,0.635802469,1.272727273,1.389840043,28.43070149,3.866801652,0.251689609,0.027934895,0.971603877,0.000786805,11_0,Control
A02,T5,35178.49345,1082.299765,211.638014,2791914.934,0.377391377,0.908368406,0.814513102,1.610412401,1.798076923,69753.40274,1.197530864,3.054545455,0.211664238,11.56448071,1.991251254,0.465731692,0.064244515,0.993628897,0.004143942,16_0,Control
A02,T5,41429.85986,998.8531001,229.6739774,3568260.262,0.521819236,0.968520972,0.43477115,1.388431232,1.528846154,78149.24033,1.074074074,2.363636364,0.069409045,3.785022736,1.266453443,0.547194181,0.061130537,0.997090377,0.003753154,17_0,Control
A02,T5,64489.5721,1540.907775,286.5496003,6929797.915,0.341307684,0.891028335,0.855492767,1.445752183,1.576923077,128404.4801,1.086419753,2.672727273,0.258197732,11.92350518,2.068308887,0.448745737,0.056617942,0.99012683,0.003220479,18_0,Control
A02,T5,21540.80281,736.0673017,165.6097883,1337762.922,0.499616414,0.953940022,0.444773506,1.722055808,1.855769231,42942.90569,1.222222222,3.363636364,0.170254698,5.29309627,1.436077738,0.519877468,0.088387328,0.99036727,0.007841107,26_0,Control
A02,T5,2987.127886,260.1366038,61.67113871,69082.34181,0.554703298,0.941962456,0.540996789,1.209915875,1.278846154,855.4105234,0.882716049,2.127272727,20,12.91555013,2.607603124,0.331078427,0.060191366,0.97483142,0.003625596,27_0,Control
A02,T5,45532.18909,1182.516372,240.7766262,4111157.576,0.409179691,0.922426732,0.583589562,1.467504989,1.634615385,89597.04959,1.104938272,2.690909091,0.173193578,11.89754748,2.191633722,0.417809353,0.056040339,0.991662078,0.003153235,32_0,Control
A02,T5,44099.58429,1047.901813,236.9585082,3918664.39,0.504664988,0.948749497,0.227579181,1.732401663,1.884615385,104931.5687,1.234567901,3.4,0.054867102,8.355551424,1.554353555,0.525235564,0.086992643,0.989972665,0.007591609,35_0,Control
A02,T5,49097.45399,1130.40852,250.0256386,4603358.358,0.482834163,0.952296918,0.489554351,0.927132921,0.971153846,63015.37035,0.703703704,1.618181818,0.556066412,15.93174404,2.671704606,0.353112422,0.037850314,0.982043734,0.001440444,42_0,Control
A02,T5,26663.71024,919.857929,184.2533318,1842329.044,0.395994298,0.878236523,0.829521345,1.545623213,1.778846154,47237.33664,1.203703704,2.709090909,0.257119911,6.69241006,1.773060122,0.453861928,0.055195813,0.997615461,0.003060259,43_0,Control
A02,T5,26156.02068,824.0525009,182.4907665,1789962.098,0.484029434,0.941287631,0.492229524,1.266283191,1.375,40299.46255,0.99382716,2.218181818,0.608759776,32.55673854,3.719244967,0.303062017,0.034448832,0.978395126,0.00119259,44_0,Control
A02,T5,13751.2904,584.8050064,132.3203942,682341.0628,0.50527889,0.955321185,0.315464907,1.430942036,1.538461538,19802.80684,1.024691358,2.745454545,0.420607017,9.123243653,2.048498463,0.406289941,0.061467733,0.979824338,0.003808396,45_0,Control
A02,T5,84579.3134,1449.483509,328.1611288,10408366.11,0.505879944,0.96612248,0.28365345,1.712302763,1.875,219928.1669,1.25308642,3.236363636,0.758565937,6.776004946,1.610636402,0.50419523,0.071677888,0.993532389,0.005155341,50_0,Control
A02,T5,28304.53795,851.0723229,189.8379757,2014978.57,0.491058236,0.949103049,0.511709487,1.728006984,1.875,61052.21476,1.24691358,3.345454545,0.078827038,9.124314404,1.749248556,0.498391087,0.073445336,0.98915326,0.00541601,51_0,Control
A02,T5,33551.70324,890.6361602,206.6866115,2600507.944,0.531525113,0.96234659,0.440671266,1.634205656,1.788461538,71336.3453,1.203703704,3.090909091,0.171670094,11.76810164,2.001302295,0.460077871,0.062270665,0.990326049,0.003897146,52_0,Control
A02,T5,47235.92559,1099.847145,245.2399812,4344051.565,0.490701776,0.959392819,0.335387407,1.164138299,1.25,76132.3165,0.895061728,2.018181818,0.22254964,4.338302668,1.502891488,0.47558801,0.046118555,0.995635611,0.002143047,54_0,Control
A02,T5,33616.69166,911.0304215,206.8866868,2608067.235,0.508978076,0.94838511,0.488720832,1.25402918,1.423076923,54730.84954,0.981481481,2.145454545,0.39779041,18.407038,2.859625645,0.338704076,0.039222805,0.989301068,0.001552174,59_0,Control
A02,T5,16022.24586,654.2904326,142.8291183,858166.2187,0.470318559,0.934656678,0.602557728,1.511325046,1.653846154,24766.08352,1.092592593,2.890909091,0.223027126,4.959914186,1.578709357,0.466565284,0.070456249,0.9938377,0.004984214,6_0,Control
A02,T5,19815.2302,711.3043125,158.8380769,1180279.897,0.492150695,0.949182512,0.312105429,1.579859068,1.730769231,35121.84694,1.154320988,2.981818182,0.270382434,22.85120553,2.787900507,0.383231222,0.057981007,0.977241331,0.003378167,7_0,Control
A02,T5,17255.72614,655.0026872,148.2250751,959149.2386,0.505425256,0.941413396,0.473650498,1.094038187,1.173076923,20244.08261,0.851851852,1.890909091,1.076767968,21.97810522,3.344305812,0.289945645,0.034190812,0.978335103,0.0011753,8_0,Control
A02,T5,27329.97155,805.1003317,186.5411497,1911811.618,0.529845234,0.964948189,0.390022086,1.340165981,1.480769231,45781.41009,1.00617284,2.454545455,0.351626134,19.14090777,2.863202101,0.347728645,0.047183197,0.9812451,0.002238089,9_0,Control
A03,T5,6307.516406,409.2145352,89.61573141,211969.761,0.473332309,0.910366563,0.447883616,1.21304021,1.261682243,4563.457271,0.925,2.051724138,1.521457612,12.03491326,2.575130211,0.329138043,0.04159043,0.985792692,0.001737102,10_0,EGTA 2.0
A03,T5,3374.458888,283.7649594,65.54765059,82945.44455,0.526618939,0.929604698,0.653426148,0.637890048,0.654205607,562.6190223,0.5,0.982758621,20,19.4096337,3.19256624,0.291229332,0.053400992,0.957126476,0.002854469,11_0,EGTA 2.0
A03,T5,6341.050432,376.5112482,89.85363746,213662.4175,0.562102039,0.948848607,0.429138188,1.080216573,1.140186916,4837.209814,0.86875,1.672413793,3.71968127,46.20286742,4.686764874,0.232854122,0.029290565,0.968267121,0.000861032,12_0,EGTA 2.0
A03,T5,4446.247964,373.6570813,75.24053916,125451.7853,0.400181593,0.846648847,0.828705258,1.219839764,1.242990654,1516.260827,0.93125,2.068965517,20,32.47528388,4.225207096,0.22188392,0.041768525,0.956639127,0.001747734,13_0,EGTA 2.0
A03,T5,16984.85439,732.1333872,147.0570919,936653.7347,0.398190842,0.871301124,0.696938134,0.708661981,0.710280374,11928.19846,0.5625,1.13362069,0.701089764,9.529216785,2.22681008,0.3792342,0.045701297,0.979772385,0.002106054,14_0,EGTA 2.0
A03,T5,2803.080671,266.3573684,59.74105086,62797.11935,0.496496316,0.915054311,0.666047443,1.169015199,1.130841121,487.4793379,0.8125,1.965517241,20,35.66992628,4.101629765,0.256222286,0.068582979,0.96625121,0.004709835,15_0,EGTA 2.0
A03,T5,16473.26552,629.642364,144.8254573,894655.5799,0.522157693,0.954798855,0.430582604,1.017053479,1.056074766,17925.56756,0.85,1.534482759,1.194591148,27.24635922,3.80723705,0.254824074,0.025720607,0.985651216,0.000665485,18_0,EGTA 2.0
A03,T5,21858.20627,787.0229377,166.8254555,1367439.457,0.443455049,0.924031297,0.377854419,1.409378699,1.551401869,35538.89328,1.14375,2.24137931,0.135462464,18.50605824,2.876481087,0.352248099,0.044235092,0.992113596,0.001964929,19_0,EGTA 2.0
A03,T5,7338.492752,445.4718093,96.66260482,266009.1843,0.464703862,0.904459823,0.377338211,1.200093868,1.214953271,6077.275349,0.95625,1.931034483,5.171841555,33.90447158,4.243523569,0.239398431,0.029617104,0.975618294,0.000880346,23_0,EGTA 2.0
A03,T5,13907.26262,643.7858435,133.0686918,693982.966,0.421666088,0.909661294,0.694126192,0.896369261,0.934579439,11471.7338,0.7125,1.413793103,4.139844759,42.70598801,4.947229875,0.196310173,0.025585774,0.960081896,0.000657912,24_0,EGTA 2.0
A03,T5,5617.079397,418.4219701,84.56883359,178136.1948,0.403173025,0.885755278,0.679939186,0.865684333,0.878504673,2111.404088,0.71875,1.275862069,7.74356103,17.28315552,3.037514276,0.299835111,0.039255716,0.984629864,0.001546248,25_0,EGTA 2.0
A03,T5,4715.819944,385.7186831,77.48785994,137032.0482,0.398314144,0.853533453,0.691951071,0.968094968,1,1828.731395,0.775,1.482758621,20,44.97365913,4.997515757,0.199156551,0.033353228,0.962001554,0.001113513,29_0,EGTA 2.0
A03,T5,3467.52231,312.0094667,66.44536498,86400.29456,0.447603615,0.852768188,0.611688094,1.117784504,1.140186916,945.6456905,0.8375,1.844827586,20,55.42936322,5.492776847,0.1964761,0.044219332,0.947001677,0.001959759,31_0,EGTA 2.0
A03,T5,2821.27743,261.1262996,59.93464766,63409.60076,0.519941436,0.909952209,0.625340824,1.504388118,1.523364486,904.137259,1.1125,2.586206897,20,32.47845859,4.383904954,0.212324624,0.051763364,0.953651019,0.002682427,33_0,EGTA 2.0
A03,T5,4794.325959,359.5985051,78.1301824,140468.0856,0.465909608,0.886895888,0.848366425,0.916586947,0.943925234,1741.5152,0.70625,1.517241379,20,47.04448156,5.266190866,0.18148951,0.036098558,0.929044602,0.001305958,34_0,EGTA 2.0
A03,T5,7205.396461,447.2638115,95.78202185,258805.2905,0.452626758,0.899438622,0.627040726,0.696856355,0.691588785,3319.823676,0.54375,1.103448276,5.234556645,20.84745833,3.285828903,0.291702768,0.040093199,0.966660944,0.001613706,38_0,EGTA 2.0
A03,T5,9493.248913,566.6975951,109.9417115,391389.0124,0.371468501,0.880442644,0.708901373,1.145735031,1.205607477,7804.747031,0.9328125,1.793103448,2.162131732,45.94092888,4.754562282,0.233149431,0.027700802,0.973786688,0.000769631,41_0,EGTA 2.0
A03,T5,12363.65759,632.8640238,125.4667197,581710.3357,0.387914503,0.909249063,0.801584543,1.045612369,1.074766355,11533.10443,0.83125,1.637931034,1.778174173,17.31970302,3.173036835,0.276528283,0.029720449,0.986113806,0.00088747,45_0,EGTA 2.0
A03,T5,11979.96594,557.7976187,123.5045197,554842.4771,0.483851549,0.931160592,0.64431822,1.269994841,1.327102804,13826.43383,1.05,1.913793103,1.131880829,36.23633341,4.079497847,0.277381773,0.030703346,0.982895414,0.000947117,49_0,EGTA 2.0
A03,T5,17578.06872,911.5853039,149.6031156,986150.1927,0.265819228,0.809335727,0.86169559,0.820453194,0.897196262,11341.1245,0.7625,1.172413793,0.965320911,18.63363585,2.799564782,0.372531431,0.0423462,0.994458252,0.001799194,51_0,EGTA 2.0
A03,T5,7233.47146,437.4590426,95.96844225,260319.3705,0.474987127,0.911939173,0.63094108,0.843679709,0.831775701,4237.803178,0.63125,1.362068966,4.53762559,24.31602395,3.721560694,0.24601366,0.036940757,0.964724339,0.00137079,55_0,EGTA 2.0
A03,T5,6198.335855,395.4334002,88.83673971,206489.9808,0.498124922,0.917218034,0.759296604,0.593267221,0.570093458,2164.238823,0.4875,0.844827586,9.150684932,24.38428523,3.638171339,0.263828905,0.038804058,0.970879246,0.001512967,56_0,EGTA 2.0
A03,T5,16030.82434,638.5423404,142.8673492,858855.5172,0.494067538,0.94827162,0.352890172,1.326466897,1.457943925,22439.8405,1.01875,2.310344828,0.442870732,24.35089386,3.173278057,0.339190308,0.052686305,0.982558143,0.002791763,57_0,EGTA 2.0
A03,T5,7338.752706,442.310184,96.66431686,266023.3188,0.471387693,0.926943788,0.219514642,0.75382402,0.757009346,3783.442756,0.6,1.189655172,6.533898635,31.07826671,4.190199163,0.226345099,0.032496895,0.953707161,0.001059527,58_0,EGTA 2.0
A03,T5,6064.459703,401.5216614,87.87212249,199836.3547,0.472698277,0.893044444,0.779891246,1.099624843,1.158878505,4223.659022,0.79375,2.068965517,20,19.42861811,2.410467432,0.470258682,0.113189753,0.948215507,0.012861024,6_0,EGTA 2.0
A04,T5,36709.36075,984.5222311,216.193917,2976127.685,0.475921836,0.957091348,0.577907465,0.845614828,0.858490566,40765.39961,0.652173913,1.410714286,1.187536827,9.166260473,2.112998763,0.39805081,0.040705062,0.990068414,0.001667874,10_0,EGTA 2.0
A04,T5,67718.19697,1302.167563,293.6349541,7456661.122,0.501858755,0.961141263,0.353018295,1.528445165,1.641509434,152489.9172,1.111801242,2.928571429,1.522162525,6.057211809,1.49421615,0.521232967,0.083457745,0.990621405,0.00698935,11_0,EGTA 2.0
A04,T5,44722.17338,1080.460163,238.6253123,4001940.971,0.481410155,0.961165428,0.362156258,1.110221056,1.188679245,67344.89903,0.850931677,1.964285714,0.5035922,6.580501834,1.852687789,0.422133917,0.047326699,0.991344995,0.002255199,12_0,EGTA 2.0
A04,T5,48576.50679,1112.916026,248.6956561,4530287.336,0.492846132,0.95801697,0.429969449,1.290193689,1.386792453,86957.76445,0.956521739,2.392857143,0.125106966,4.15459026,1.327811421,0.53601486,0.067520432,0.993713235,0.004580046,13_0,EGTA 2.0
A04,T5,20505.66721,729.4541754,161.58164,1242502.251,0.484270194,0.942797724,0.402035292,1.421591462,1.622641509,32587.14109,1.124223602,2.508928571,0.219177593,17.48468371,2.521230185,0.414508709,0.055898644,0.992207499,0.003141277,17_0,EGTA 2.0
A04,T5,19905.69408,718.617259,159.2002414,1188371.739,0.484386357,0.954704702,0.610951141,1.067898287,1.122641509,23807.72442,0.819875776,1.839285714,1.95137719,20.67988228,3.285276713,0.286464199,0.032775069,0.977619031,0.001080654,20_0,EGTA 2.0
A04,T5,37686.78664,975.5197686,219.053206,3095779.289,0.497653226,0.95987685,0.308443703,1.584707819,1.688679245,79563.42548,1.149068323,3.053571429,0.080669229,7.709514813,1.671144979,0.484333484,0.071140869,0.98841456,0.00508125,22_0,EGTA 2.0
A04,T5,10702.03358,506.2746659,116.7315397,468474.322,0.524691202,0.94708873,0.545150389,1.253821793,1.339622642,11828.5548,0.954968944,2.214285714,1.44793654,28.72592878,3.801713032,0.256783843,0.034866307,0.963295762,0.001222926,25_0,EGTA 2.0
A04,T5,86077.16658,1607.738858,331.0541533,10686076.31,0.41847239,0.925496323,0.611002694,1.376480304,1.518867925,174825.3869,1.074534161,2.464285714,0.552183634,13.17127366,2.368809581,0.386398709,0.044551544,0.992500657,0.0019945,29_0,EGTA 2.0
A04,T5,13339.2638,563.4935181,130.3229764,651904.7103,0.527914847,0.951422109,0.466678451,1.4820372,1.679245283,19657.74142,1.161490683,2.660714286,0.142426532,16.56071643,2.474417327,0.411618988,0.071072766,0.992271959,0.005065867,30_0,EGTA 2.0
A04,T5,34607.63514,984.5097967,209.9138147,2724232.767,0.448685157,0.954234312,0.588900031,1.047900916,1.122641509,45784.88682,0.819875776,1.821428571,0.644064046,18.36129535,3.113860799,0.296294356,0.034317053,0.980360336,0.001186088,31_0,EGTA 2.0
A04,T5,27380.66252,835.3117963,186.7140656,1917133.057,0.493124508,0.946326694,0.333636645,1.620525094,1.773584906,54441.54054,1.211180124,3.071428571,0.049932567,8.357407583,1.801003602,0.467555712,0.067210958,0.993732543,0.004531782,32_0,EGTA 2.0
A04,T5,16738.67824,658.8641328,145.9874894,916364.1048,0.484550776,0.930882438,0.440009867,1.618050725,1.745283019,27835.32661,1.217391304,3,0.110777409,10.43280529,1.996719236,0.447175854,0.060931069,0.990515055,0.003728749,35_0,EGTA 2.0
A04,T5,55364.15766,1174.938419,265.5029847,5512255.915,0.503974254,0.96268623,0.612535015,1.717376213,1.839622642,135128.3126,1.248447205,3.232142857,0.076523263,5.173213487,1.476432743,0.510883376,0.07738265,0.991296231,0.006008595,36_0,EGTA 2.0
A04,T5,15806.4843,667.1667751,141.8641635,840890.1271,0.446248046,0.914223425,0.519605362,1.404732549,1.462264151,22669.57387,1,2.642857143,0.576485395,10.73721644,2.293773721,0.370261623,0.055641298,0.957878272,0.003121743,40_0,EGTA 2.0
A04,T5,39592.50716,988.7760385,224.5233747,3333541.245,0.508893614,0.961843534,0.288205383,1.675318311,1.820754717,89250.90769,1.242236025,3.125,0.050688872,11.61483481,1.887071127,0.478166925,0.07351414,0.988222564,0.005421816,42_0,EGTA 2.0
A04,T5,24136.96034,812.5882333,175.3058253,1586756.158,0.459358104,0.9305479,0.131515589,1.707613781,1.811320755,48316.93194,1.223602484,3.285714286,0.118091893,4.973194937,1.424822367,0.512094447,0.080538007,0.99080645,0.006511219,46_0,EGTA 2.0
A04,T5,38333.29147,968.8165905,220.9241105,3175780.619,0.513219135,0.964579368,0.611100119,1.230561765,1.330188679,62737.73047,0.950310559,2.160714286,0.565810871,16.8221476,2.869659176,0.326532401,0.039596056,0.982476431,0.001578608,48_0,EGTA 2.0
A04,T5,21880.30234,711.6966743,166.9097546,1369513.46,0.542841835,0.95933347,0.404567626,1.369364296,1.481132075,35770.53413,1.062111801,2.357142857,0.402975215,16.25881645,2.706153097,0.362136897,0.041713053,0.986771905,0.001749105,52_0,EGTA 2.0
A04,T5,44062.41091,1128.049201,236.8586161,3913710.626,0.435133015,0.926954249,0.148757042,1.331683981,1.452830189,78128.56746,1.049689441,2.339285714,0.356631695,16.91237904,2.680248451,0.368149574,0.042657921,0.988685718,0.001832451,56_0,EGTA 2.0
A04,T5,22184.70811,783.8913296,168.0667952,1398192.298,0.453682326,0.922864805,0.339046487,1.314170853,1.5,32880.55474,1.062111801,2.232142857,0.444191092,19.00105825,2.912220371,0.328772997,0.036507474,0.992793349,0.001344471,57_0,EGTA 2.0
A04,T5,58820.50196,1390.11031,273.665104,6036419.545,0.382507594,0.916225978,0.631324086,1.270834577,1.377358491,102407.6627,0.962732919,2.392857143,0.38565733,10.84326799,2.069023348,0.426912103,0.053716964,0.990610643,0.00290292,58_0,EGTA 2.0
A04,T5,56385.51572,1224.614484,267.9407927,5665492.416,0.472474787,0.957638156,0.276904954,0.83935906,0.896226415,67105.07815,0.633540373,1.5,0.3763538,3.351032765,1.320140638,0.510201739,0.062148639,0.990996288,0.003896094,6_0,EGTA 2.0
A04,T5,19576.0728,709.9647066,157.8766291,1158976.644,0.488047301,0.955951051,0.543110423,1.384621125,1.471698113,30253.97159,1.043478261,2.517857143,0.399912257,10.41634669,2.27578128,0.37955239,0.044814589,0.986688987,0.002019662,9_0,EGTA 2.0
A05,T5,26886.2306,805.1728006,185.0205719,1865439.66,0.52114862,0.959407438,0.22613968,1.857661304,2.134831461,61796.96095,1.298013245,4.090909091,0.149170461,4.661823763,1.482107688,0.48614426,0.071871378,0.990401617,0.005189544,10_0,DEX PREV
A05,T5,40935.94784,1002.949535,228.300827,3504641.53,0.511395087,0.963715476,0.408250152,1.787617151,2.078651685,98814.11324,1.278145695,3.886363636,0.066471782,4.075489078,1.351031387,0.518058032,0.072619769,0.995473353,0.005289443,11_0,DEX PREV
A05,T5,36802.94408,952.5487816,216.4693137,2987515.517,0.509703921,0.953334905,0.357231947,0.869583751,1.033707865,42706.99718,0.688741722,1.613636364,0.562722611,9.136904163,2.23671913,0.369469063,0.040594294,0.989587205,0.001661662,15_0,DEX PREV
A05,T5,41011.33441,1023.24131,228.5109467,3514327.07,0.492218162,0.957416207,0.461475263,1.669807385,1.943820225,92385.43318,1.218543046,3.545454545,0.088826563,5.423709826,1.595771612,0.474490302,0.053923203,0.995375215,0.002924154,18_0,DEX PREV
A05,T5,19154.68786,698.2954666,156.168198,1121757.407,0.493635629,0.938315781,0.615458081,1.371006371,1.550561798,28312.65257,1.046357616,2.659090909,0.24652907,7.840079231,2.066578983,0.38752692,0.035984368,0.994528413,0.001301146,19_0,DEX PREV
A05,T5,22577.49814,746.9642526,169.5481155,1435489.598,0.508494246,0.961890734,0.36034519,1.893383228,2.168539326,50818.40584,1.311258278,4.227272727,0.124872051,5.079975337,1.400084322,0.527342399,0.087481528,0.988434282,0.007682262,20_0,DEX PREV
A05,T5,5570.547686,384.6265011,84.21782234,175927.2733,0.473183238,0.9081624,0.649819218,0.980268896,1.06741573,2969.234487,0.688741722,2,2.698862059,4.06503869,1.518475374,0.464937468,0.065888568,0.992887707,0.004366168,24_0,DEX PREV
A05,T5,23502.41338,782.1717964,172.9861327,1524596.85,0.482745263,0.942526818,0.348309543,1.142237889,1.258426966,31560.03288,0.880794702,2.181818182,0.878609048,12.44671309,2.574749228,0.337892994,0.03383349,0.988847442,0.001151405,25_0,DEX PREV
A05,T5,60508.38129,1242.022075,277.5638014,6298101.123,0.492909024,0.960105264,0.398533901,1.724434036,2.011235955,150403.4122,1.245033113,3.75,0.076952388,7.048800999,1.563818546,0.510743481,0.06136428,0.994242482,0.003781165,26_0,DEX PREV
A05,T5,40020.65089,989.2833207,225.734081,3387759.318,0.513869259,0.958999595,0.503669577,1.867421334,2.191011236,100125.5297,1.344370861,4,0.13823477,5.775993353,1.585423179,0.482906955,0.061729607,0.99474462,0.003825478,27_0,DEX PREV
A05,T5,43983.38499,1050.218681,236.6461178,3903186.489,0.501116884,0.953195685,0.415610962,1.862986468,2.168539326,111661.8199,1.350993377,4,0.072723526,8.392633603,1.73464846,0.476652633,0.062327498,0.992735516,0.003897611,28_0,DEX PREV
A05,T5,80495.96079,1440.788505,320.1415944,9663789.461,0.487285493,0.968710211,0.551793884,1.399998322,1.606741573,168901.3976,0.993377483,3.045454545,2.188394409,3.99623099,1.358287904,0.515914432,0.064868635,0.994217408,0.004231044,32_0,DEX PREV
A05,T5,35791.20431,950.7992311,213.4731287,2865172.636,0.497517696,0.960775694,0.428838323,1.248574004,1.449438202,58963.90735,0.953642384,2.409090909,0.311290599,5.710505902,1.753750831,0.431044364,0.043730825,0.994715851,0.001923158,34_0,DEX PREV
A05,T5,66029.79773,1285.472226,289.9512883,7179534.345,0.502139557,0.96567377,0.353962531,2.025862574,2.325842697,195811.773,1.40397351,4.454545455,0.061905004,2.824351673,1.117900116,0.571237534,0.091234388,0.993032784,0.008349733,35_0,DEX PREV
A05,T5,54424.94497,1153.294604,263.2413192,5372585.368,0.5141944,0.966325118,0.296655393,1.731169662,2.08988764,134981.0297,1.278145695,3.772727273,0.114524727,18.42475975,2.249080947,0.467214204,0.071241804,0.990362562,0.005090827,36_0,DEX PREV
A05,T5,73235.7141,1362.330634,305.3630745,8386306.058,0.495869892,0.965688156,0.357319,1.605911292,1.898876404,175134.2619,1.21192053,3.318181818,1.926487067,14.64708431,2.303339155,0.413411171,0.047499369,0.991434071,0.00226593,42_0,DEX PREV
A05,T5,38008.34935,971.2659613,219.9857573,3135485.819,0.506305372,0.957850189,0.41851974,1.572869113,1.876404494,79340.23666,1.185430464,3.272727273,0.155868382,9.617515034,1.947386851,0.450110359,0.05099293,0.995003994,0.00261152,43_0,DEX PREV
A05,T5,11128.35764,549.3924903,119.0338818,496744.3531,0.463314083,0.917781494,0.412640853,1.643931,1.95505618,16352.18166,1.21192053,3.409090909,0.200533037,6.354770916,1.776381977,0.454306377,0.065441411,0.995025643,0.004302273,52_0,DEX PREV
A05,T5,24052.21544,787.1254239,174.9978052,1578406.842,0.48783962,0.947652505,0.157279915,1.194517662,1.382022472,33943.41389,0.913907285,2.272727273,0.394679099,7.39397695,2.001115131,0.397472318,0.03982855,0.992584693,0.001596948,53_0,DEX PREV
A05,T5,49135.66718,1115.625255,250.1229188,4608733.685,0.496100937,0.963261749,0.303606036,1.263814541,1.359550562,87132.42971,0.960264901,2.477272727,0.187085854,3.298156174,1.305382994,0.51485791,0.051723058,0.996347925,0.002690788,59_0,DEX PREV
