Well,Day,Area (um2),Perimeter (um),Equivalent diameter (um),Equivalent volume (um3),Form factor,Solidity,Eccentricity,Normalized mean intensity,Normalized median intensity,Normalized sum intensity,Normalized upper quartile intensity,Normalized lower quartile intensity,Granularity,Contrast,Dissimilarity,Homogeneity,Energy,Correlation,Angular second moment,Organoid_index,Condition
G12,T0,6035.344889,424.1178695,87.66093645,198398.9943,0.421637097,0.862188057,0.698666623,1.838924846,2.036144578,5494.707441,1.230215827,4.405405405,1.357540611,6.28377263,1.508676325,0.511182533,0.11531483,0.979597622,0.013334499,25_0,CytoMix10 + BHB TREAT 1.0
G12,T0,9595.930621,473.1189826,110.5346929,397756.2166,0.538711463,0.947411647,0.344096668,1.975454699,2.156626506,16344.91218,1.302158273,4.72972973,0.138985705,1.646342993,0.877950979,0.627409327,0.146729609,0.978109302,0.021580605,26_0,CytoMix10 + BHB TREAT 1.0
G12,T0,5387.540286,372.1425204,82.82287934,167329.3496,0.488856963,0.936807847,0.416204461,1.948698039,2.120481928,5590.814673,1.287769784,4.648648649,0.320510853,1.784419306,0.904054167,0.620993715,0.135801285,0.976311903,0.018495321,27_0,CytoMix10 + BHB TREAT 1.0
G12,T0,6633.238383,420.1239205,91.90049738,228599.215,0.472259442,0.923391474,0.849937002,1.187910339,1.253012048,4321.617813,1.028776978,1.918918919,20,24.68426664,3.373363717,0.306345548,0.040054028,0.99198071,0.001609491,33_0,CytoMix10 + BHB TREAT 1.0
G12,T0,5582.245602,385.0913318,84.30620291,176481.7239,0.473032868,0.897067424,0.695273125,1.298200993,1.43373494,3863.446156,0.942446043,2.72972973,8.352215161,23.17790226,3.527041514,0.266835197,0.037148016,0.972511095,0.001385417,34_0,CytoMix10 + BHB TREAT 1.0
G12,T0,5780.070363,421.7709849,85.78702791,185945.6466,0.408309599,0.881956289,0.737613185,1.47997878,1.65060241,4368.89736,1.095323741,3.054054054,20,29.57100519,3.791355901,0.281757552,0.039466265,0.973742646,0.001563455,35_0,CytoMix10 + BHB TREAT 1.0
G12,T0,6641.296947,397.882771,91.95630431,229015.9212,0.527172194,0.943009006,0.391422875,1.665488909,1.927710843,7697.889736,1.18705036,3.891891892,0.450806186,21.01676451,2.709831463,0.397609665,0.068237048,0.981697161,0.004675462,36_0,CytoMix10 + BHB TREAT 1.0
G12,T0,3726.176235,291.2953126,68.8789876,96245.7175,0.551831215,0.945265102,0.453146133,1.7506581,1.951807229,2438.666734,1.194244604,4.162162162,20,10.55611908,2.016449836,0.458260438,0.101751708,0.980178745,0.010382021,37_0,CytoMix10 + BHB TREAT 1.0
G12,T0,4117.92645,314.5437408,72.4093005,111816.0652,0.523029705,0.926591015,0.715325247,1.132154666,1.277108434,1743.518185,0.856115108,2.351351351,20,32.39935075,4.187314306,0.23426612,0.04273751,0.962630039,0.00183132,38_0,CytoMix10 + BHB TREAT 1.0
G12,T0,9556.41766,521.0154795,110.306885,395301.9988,0.442388403,0.893257198,0.763682851,1.44256498,1.614457831,10640.35929,1.086330935,3.027027027,3.747865588,55.16792748,5.096292334,0.235692259,0.032444369,0.958353746,0.001056523,42_0,CytoMix10 + BHB TREAT 1.0
G12,T0,2803.860532,271.4559337,59.74936073,62823.32789,0.47815378,0.912752814,0.550810017,0.983841806,1.024096386,638.5133322,0.712230216,2.081081081,20,30.12557697,3.954925457,0.251055145,0.058562482,0.922824118,0.003434556,43_0,CytoMix10 + BHB TREAT 1.0
G12,T0,8260.288547,492.5835827,102.5540152,317672.1589,0.42780437,0.900756867,0.770909995,1.541040035,1.759036145,8073.508744,1.151079137,3.27027027,1.416309013,36.28443082,3.813790547,0.31120477,0.04124037,0.976214045,0.00170829,45_0,CytoMix10 + BHB TREAT 1.0
G12,T0,4480.041944,364.3047087,75.52593307,126884.7555,0.424191903,0.861140259,0.61820191,0.929013651,0.939759036,1392.591463,0.690647482,1.810810811,20,15.39160591,2.924942973,0.302127757,0.049324514,0.982006932,0.002439606,50_0,CytoMix10 + BHB TREAT 1.0
G12,T0,9233.815127,503.245544,108.4290485,375455.1708,0.458174762,0.91539532,0.595855042,1.591147181,1.807228916,11831.77044,1.115107914,3.891891892,1.06382655,8.924231772,1.867877999,0.455244791,0.074124311,0.992312545,0.005529044,51_0,CytoMix10 + BHB TREAT 1.0
G12,T0,7972.779763,474.8685332,100.7534539,301231.9119,0.444296454,0.908148762,0.614509974,1.346042763,1.493975904,7314.396372,0.985611511,2.837837838,1.958595594,15.05811898,2.748125485,0.326449119,0.041742565,0.980484576,0.001756428,52_0,CytoMix10 + BHB TREAT 1.0
G12,T0,7198.637665,449.4481754,95.73708865,258441.2296,0.44781737,0.87677305,0.59371572,0.735766671,0.819277108,3225.601086,0.661870504,0.945945946,12.03306367,21.35894501,3.111346704,0.337859671,0.044407375,0.989464702,0.001979949,54_0,CytoMix10 + BHB TREAT 1.0
G12,T0,5352.446538,404.2484733,82.5526898,165697.072,0.411590579,0.883994505,0.720761409,0.707935339,0.698795181,1825.057304,0.525179856,1.324324324,6.522727273,15.38061875,2.993601278,0.289147003,0.044433226,0.982515233,0.001981551,55_0,CytoMix10 + BHB TREAT 1.0
G12,T0,14590.16097,610.5028053,136.2966247,745721.1354,0.491920158,0.938122618,0.582916009,1.838753755,2.024096386,27242.97563,1.223021583,4.459459459,0.081259723,3.0194499,1.056747352,0.601367189,0.149372078,0.990603134,0.022364695,8_0,CytoMix10 + BHB TREAT 1.0
H01,T0,71335.71256,1616.433862,301.3759283,8062074.973,0.343084413,0.877017431,0.402550161,1.213613136,1.351351351,120770.284,0.888268156,2.464285714,0.26358991,31.72602562,3.412482244,0.370592039,0.048172922,0.962485012,0.002332816,10_0,CytoMix10 + BHB TREAT 0.5
H01,T0,11068.56829,681.4852097,118.7136844,492746.4459,0.299494219,0.844704109,0.850618965,1.277335272,1.396396396,9209.587312,0.988826816,2.357142857,3.112197937,45.78352245,4.908763545,0.214547921,0.025408028,0.975098144,0.00064818,11_0,CytoMix10 + BHB TREAT 0.5
H01,T0,5277.839828,353.1903511,81.97532787,162244.7439,0.531677656,0.954806245,0.618386244,0.95532538,1.027027027,2939.536193,0.720670391,1.767857143,5.659432387,35.70844406,4.43854483,0.218817563,0.033689977,0.954374683,0.001138984,17_0,CytoMix10 + BHB TREAT 0.5
H01,T0,8158.126746,432.4629634,101.917857,311797.0483,0.548153855,0.946268657,0.362361622,1.089717371,1.18018018,7442.769647,0.843575419,2,5.673733573,54.86085162,5.532481032,0.18334949,0.024481032,0.963833466,0.000601525,20_0,CytoMix10 + BHB TREAT 0.5
H01,T0,17598.34511,877.8198522,149.6893747,987856.9782,0.286992731,0.835303408,0.78741268,1.728295081,1.963963964,26226.87785,1.259776536,3.482142857,0.318122396,22.65094024,2.703532637,0.406621667,0.067257172,0.983037479,0.004538352,24_0,CytoMix10 + BHB TREAT 0.5
H01,T0,8402.743171,447.9460489,103.434544,325925.2155,0.526234762,0.931339499,0.806031569,1.303214186,1.441441441,8042.134745,1.016759777,2.392857143,5.565845287,37.82955255,4.442399414,0.233299853,0.027582245,0.984079633,0.00076334,25_0,CytoMix10 + BHB TREAT 0.5
H01,T0,6298.67798,440.3432267,89.55292225,211524.3823,0.40820341,0.853108936,0.662702399,1.662692251,1.846846847,6279.988631,1.206703911,3.357142857,1.184151283,25.24679717,2.898783097,0.367362493,0.053950896,0.976800912,0.002920803,27_0,CytoMix10 + BHB TREAT 0.5
H01,T0,6121.649515,473.3115206,88.28548149,202669.7906,0.343387257,0.852174857,0.770971054,1.341697982,1.468468468,2991.986499,1,2.625,7.264822471,51.46292045,5.276668219,0.197766879,0.032697138,0.964161124,0.001070642,31_0,CytoMix10 + BHB TREAT 0.5
H01,T0,3724.876466,295.5491199,68.86697333,96195.3631,0.535873644,0.943939394,0.46015753,1.878804009,2.045045045,2594.628336,1.284916201,3.946428571,20,3.305850262,1.308987712,0.514628,0.109159795,0.974789359,0.011964783,36_0,CytoMix10 + BHB TREAT 0.5
H01,T0,15714.46069,643.0435716,141.4506019,833557.4713,0.477560659,0.930330266,0.49844553,1.584788009,1.801801802,25652.9635,1.189944134,3.142857143,0.439915984,44.76147433,4.074812239,0.308047001,0.041608479,0.978206479,0.001738772,37_0,CytoMix10 + BHB TREAT 0.5
H01,T0,9578.513724,532.4197126,110.4343355,396673.7993,0.424619306,0.902471283,0.817806106,1.444444015,1.63963964,10072.10811,1.055865922,2.892857143,1.072833055,43.6071645,4.307756313,0.273370041,0.045644042,0.961863591,0.002096298,40_0,CytoMix10 + BHB TREAT 0.5
H01,T0,4161.858624,395.698407,72.79452575,113610.1968,0.33401701,0.830652693,0.776585225,1.612800183,1.801801802,1487.001769,1.201117318,3.142857143,20,27.48409996,3.877990352,0.256691188,0.051507623,0.982038618,0.002659033,41_0,CytoMix10 + BHB TREAT 0.5
H01,T0,5402.617601,404.4058455,82.93869045,168032.2608,0.41512534,0.857313753,0.825938752,1.121320027,1.234234234,3128.482876,0.865921788,1.946428571,20,77.23407479,6.310206055,0.178412287,0.027985639,0.955752581,0.000784305,42_0,CytoMix10 + BHB TREAT 0.5
H01,T0,6938.164065,406.9276851,93.98906774,244541.8396,0.52652616,0.957385752,0.641367049,1.192352215,1.324324324,5936.721677,0.905027933,2.25,2.587028383,51.40207649,5.328760756,0.191232658,0.027714675,0.962589374,0.000770476,46_0,CytoMix10 + BHB TREAT 0.5
H01,T0,5012.427107,380.4151454,79.88754852,150161.4427,0.435253564,0.905683419,0.693211501,1.187514666,1.288288288,2929.598681,0.882681564,2.285714286,2.939164321,52.52824563,5.259944141,0.194413347,0.032749103,0.955669912,0.001077756,47_0,CytoMix10 + BHB TREAT 0.5
H01,T0,12560.44254,594.9721198,126.4612673,595653.5555,0.445883678,0.915200303,0.33116198,1.140330281,1.27027027,12960.99397,0.899441341,2,1.300330033,26.74716664,3.751611429,0.259907475,0.028723094,0.983753678,0.000832057,50_0,CytoMix10 + BHB TREAT 0.5
H01,T0,3080.451261,284.1873384,62.62708968,72344.88653,0.479308087,0.911538462,0.562824416,1.291355633,1.387387387,870.3736966,0.977653631,2.428571429,20,100.3739254,7.452604139,0.141309602,0.04495506,0.928246185,0.002021906,51_0,CytoMix10 + BHB TREAT 0.5
H01,T0,3696.541514,352.1706381,68.60453946,95099.82305,0.374540826,0.860774818,0.364690644,1.277458791,1.432432432,967.0363045,0.966480447,2.482142857,20,50.12713891,5.438150141,0.186304963,0.04548145,0.971095094,0.002068992,56_0,CytoMix10 + BHB TREAT 0.5
H01,T0,5278.359735,370.2055804,81.97936537,162268.718,0.483974999,0.915175553,0.516188831,0.799744489,0.846846847,1954.57553,0.625698324,1.375,8.89380531,57.53237974,5.629372624,0.17509626,0.030629405,0.950767458,0.000939291,57_0,CytoMix10 + BHB TREAT 0.5
H01,T0,6704.985602,399.1923596,92.39617317,232318.129,0.528741346,0.933886093,0.214637246,0.871210481,0.936936937,3985.787948,0.670391061,1.589285714,5.064917771,55.68637283,5.632883998,0.178274107,0.027361576,0.947292944,0.000751206,59_0,CytoMix10 + BHB TREAT 0.5
H01,T0,4313.931534,376.4687966,74.11253756,119893.6548,0.382494452,0.865088881,0.732489797,1.00553196,1.099099099,1473.104321,0.810055866,1.714285714,20,100.9509441,7.473834162,0.141159383,0.032443771,0.940652706,0.001052945,9_0,CytoMix10 + BHB TREAT 0.5
H02,T0,5548.191669,378.2607988,84.04865873,174869.2755,0.48728007,0.916677404,0.559129914,1.18229242,1.283018868,3662.741918,0.875706215,2.479166667,3.843907619,41.84196068,4.706861942,0.213106729,0.030664904,0.975647765,0.000942644,10_0,CytoMix10 + BHB TREAT 0.5
H02,T0,3898.005626,293.0148459,70.44923639,102979.3199,0.570522893,0.942133702,0.29631101,1.567172688,1.716981132,2642.253151,1.079096045,3.5625,20,19.08292919,3.158948041,0.293423823,0.049978432,0.960793075,0.002503739,11_0,CytoMix10 + BHB TREAT 0.5
H02,T0,2683.761926,280.8932096,58.45572524,58830.46865,0.427436269,0.822891758,0.731912753,0.911698703,0.91509434,64.73060789,0.615819209,1.833333333,20,54.76935864,5.777616903,0.177149472,0.157206353,0.962591353,0.024916142,12_0,CytoMix10 + BHB TREAT 0.5
H02,T0,21153.47181,726.3650189,164.1140969,1301843.596,0.50382728,0.949045403,0.354828544,1.283125916,1.41509434,31036.24966,0.892655367,2.916666667,0.35382606,10.07354013,2.106966861,0.41350692,0.055151374,0.983408772,0.003071584,13_0,CytoMix10 + BHB TREAT 0.5
H02,T0,10019.91509,564.5132312,112.9502197,424406.8543,0.395116944,0.872354872,0.810877952,1.495586441,1.716981132,10878.89577,1.124293785,3.1875,0.922835675,17.30509477,2.817571203,0.34889212,0.040417045,0.992734755,0.001641525,14_0,CytoMix10 + BHB TREAT 0.5
H02,T0,3916.202384,370.1030942,70.6134813,103701.2564,0.359277119,0.829113924,0.598004927,1.452455709,1.58490566,2117.680424,1,3.208333333,20,25.03670485,3.656078008,0.260536842,0.044098442,0.960923582,0.001949401,17_0,CytoMix10 + BHB TREAT 0.5
H02,T0,4094.790571,360.1834048,72.20560423,110875.0603,0.396637855,0.835029686,0.541331336,1.205066055,1.311320755,1534.049088,0.881355932,2.5,20,31.35839759,4.319572186,0.213264686,0.040189271,0.963921636,0.001618208,18_0,CytoMix10 + BHB TREAT 0.5
H02,T0,6331.172192,484.3109576,89.78362211,213163.3393,0.339191843,0.858477265,0.895783871,1.169575714,1.216981132,3049.083888,0.892655367,2.208333333,20,75.78067436,6.372292848,0.181658011,0.029384342,0.975784224,0.000864619,20_0,CytoMix10 + BHB TREAT 0.5
H02,T0,3723.316744,296.0439678,68.85255345,96134.94942,0.53386004,0.934860649,0.629657395,1.779217476,1.962264151,2435.748725,1.225988701,4.104166667,20,26.09789123,3.085441593,0.337416899,0.058837999,0.964116702,0.003469394,22_0,CytoMix10 + BHB TREAT 0.5
H02,T0,4358.123662,327.4801178,74.49117658,121740.6597,0.51066905,0.936696838,0.569096494,1.686755056,1.886792453,3240.256462,1.214689266,3.6875,6.560740648,33.25449792,4.013661986,0.26458671,0.042715525,0.974105558,0.001829177,24_0,CytoMix10 + BHB TREAT 0.5
H02,T0,6405.518948,430.0311755,90.30924664,216929.0965,0.435275579,0.889823776,0.507718389,1.840083185,2.037735849,7086.160345,1.259887006,4.375,0.451933124,13.17328432,2.260256514,0.414341185,0.067282517,0.98943944,0.004545888,27_0,CytoMix10 + BHB TREAT 0.5
H02,T0,2431.866798,257.4998436,55.64484679,50745.32076,0.460888326,0.885470894,0.647594042,0.916593444,0.933962264,184.2352823,0.644067797,1.791666667,20,62.35838005,6.053110294,0.155295076,0.081734832,0.95707673,0.006681924,28_0,CytoMix10 + BHB TREAT 0.5
H02,T0,7611.184176,432.6679357,98.44216919,280973.0551,0.510919728,0.95648623,0.467100262,1.685633717,1.886792453,9512.031064,1.18079096,3.770833333,2.15395617,25.68581847,3.415290509,0.319080591,0.048861781,0.973593677,0.002395184,30_0,CytoMix10 + BHB TREAT 0.5
H02,T0,3096.308437,265.307638,62.78807486,72904.21721,0.552782867,0.948781265,0.477738748,1.617525208,1.764150943,1505.915969,1.175141243,3.541666667,20,49.04505077,4.642242506,0.256979821,0.049599884,0.963598853,0.002461924,32_0,CytoMix10 + BHB TREAT 0.5
H02,T0,6932.445084,444.2771412,93.95032316,244239.546,0.441355319,0.893729683,0.513572629,1.177154327,1.283018868,5403.138362,0.870056497,2.4375,4.106931508,32.37764598,4.274728488,0.220231183,0.02928989,0.972962242,0.000860747,33_0,CytoMix10 + BHB TREAT 0.5
H02,T0,7529.81867,421.6560643,97.91456937,276479.6072,0.532203444,0.951545613,0.437988231,1.574997887,1.764150943,8678.238355,1.13559322,3.458333333,2.001347377,34.32285477,4.177376555,0.24383384,0.033299926,0.975526341,0.001113047,35_0,CytoMix10 + BHB TREAT 0.5
H02,T0,7158.084889,413.6432976,95.46704534,256260.4555,0.525720273,0.929704909,0.208488853,1.74407904,2.037735849,8774.461652,1.254237288,3.916666667,2.159509989,28.44481866,3.255261299,0.36455773,0.065105887,0.986827578,0.004251767,37_0,CytoMix10 + BHB TREAT 0.5
H02,T0,3565.004945,316.9630943,67.37288233,90069.247,0.445915537,0.900637026,0.776564713,1.863518594,2.075471698,1341.733388,1.288135593,4.270833333,20,12.0608387,2.302985643,0.395781123,0.081181861,0.98514139,0.006603955,42_0,CytoMix10 + BHB TREAT 0.5
H02,T0,9357.033178,498.7142954,109.1501015,382995.4205,0.472764,0.916159739,0.528875434,1.077774136,1.179245283,7990.617447,0.81920904,2.125,2.391936288,63.48242653,5.637144965,0.191792321,0.023857631,0.961519972,0.000572935,44_0,CytoMix10 + BHB TREAT 0.5
H02,T0,11797.99835,552.8740085,122.5629555,542249.0801,0.485026925,0.936043394,0.200036578,1.688730043,1.943396226,18175.80146,1.220338983,3.625,0.292496498,32.54512265,3.471565367,0.351168872,0.048616657,0.980619382,0.002374995,47_0,CytoMix10 + BHB TREAT 0.5
H02,T0,3484.4193,300.6476852,66.60706001,87032.59704,0.484422767,0.90008058,0.164949858,1.213776586,1.283018868,1687.149454,0.88700565,2.5625,20,43.41715487,4.934679117,0.199883637,0.037637177,0.950893325,0.001419582,49_0,CytoMix10 + BHB TREAT 0.5
H02,T0,5554.170604,374.1094776,84.09393349,175152.02,0.498691147,0.915384945,0.728212903,1.239096036,1.386792453,3647.89873,0.920903955,2.5625,3.319903304,32.50275026,4.213374317,0.228103698,0.033176376,0.97647888,0.001103735,50_0,CytoMix10 + BHB TREAT 0.5
H02,T0,7168.74299,500.463846,95.5380922,256833.0108,0.359672685,0.879228439,0.865591948,1.525480455,1.698113208,5153.072976,1.141242938,3.1875,20,34.07377979,3.773275957,0.301883149,0.037582123,0.983199146,0.001417732,52_0,CytoMix10 + BHB TREAT 0.5
H02,T0,7462.490663,484.3358264,97.475834,272779.6879,0.399761048,0.859799928,0.83724091,0.8890249,0.990566038,3697.454557,0.677966102,1.708333333,7.507288063,43.59863708,4.944216194,0.201882777,0.027632544,0.971673171,0.000766553,54_0,CytoMix10 + BHB TREAT 0.5
H02,T0,10160.29009,504.4826637,113.7386615,433356.6733,0.501676178,0.944858096,0.368783503,1.819894064,1.990566038,14990.46741,1.209039548,4.3125,0.370125828,9.056587561,1.84970889,0.467652503,0.095904559,0.969129191,0.009254087,55_0,CytoMix10 + BHB TREAT 0.5
H02,T0,4215.149131,338.5644581,73.259092,115799.2492,0.462104374,0.906017768,0.693373866,1.159517063,1.254716981,1592.016927,0.881355932,2.3125,20,44.24644538,5.10173212,0.189998005,0.037109225,0.965858961,0.001378721,56_0,CytoMix10 + BHB TREAT 0.5
H02,T0,19425.55961,727.6921905,157.2685305,1145635.955,0.460986253,0.929555915,0.420042102,1.568009058,1.726415094,33818.81936,1.079096045,3.583333333,0.287873007,10.82358908,2.13756793,0.398478313,0.053725236,0.979224753,0.002907226,57_0,CytoMix10 + BHB TREAT 0.5
H02,T0,4757.932442,372.8423406,77.83307611,138871.6942,0.430108162,0.873734963,0.506028519,0.841193152,0.877358491,1821.183175,0.632768362,1.604166667,7.19001302,34.26691706,4.403271118,0.221582572,0.036176035,0.966659322,0.001311046,9_0,CytoMix10 + BHB TREAT 0.5
H03,T0,5142.403954,355.0548222,80.91669833,156039.881,0.512607814,0.928165908,0.255800116,0.980505476,1.027777778,2749.337354,0.730337079,1.918367347,4.370497427,41.52738845,4.915116885,0.19218441,0.030389342,0.967901547,0.000925769,10_0,Control
H03,T0,6841.981198,401.7566509,93.335315,239474.4264,0.532679018,0.944994973,0.392608055,1.399464084,1.509259259,6735.620636,1.08988764,2.755102041,2.937786616,37.65430089,4.168978479,0.273077724,0.033628183,0.985124467,0.001133455,11_0,Control
H03,T0,4424.1519,318.1277451,75.0533487,124517.7807,0.549334404,0.944922547,0.568017475,1.426424972,1.657407407,3005.477417,1.084269663,2.816326531,10.0949094,33.34429372,4.109217833,0.254388361,0.040067948,0.986920478,0.001610571,12_0,Control
H03,T0,8400.403588,467.5255694,103.4201433,325789.1035,0.482946786,0.929393155,0.336428463,1.120551911,1.194444444,7070.682561,0.842696629,2.224489796,4.384519552,32.87048467,4.357214528,0.217270182,0.027024908,0.975752777,0.000734041,14_0,Control
H03,T0,12910.08025,660.3911281,128.2093004,620697.1339,0.371994352,0.841859913,0.827715344,1.015428647,1.148148148,9907.537313,0.775280899,2,1.872906839,29.80091685,3.890649785,0.258847585,0.031173352,0.979452033,0.00098251,15_0,Control
H03,T0,4113.767191,332.4461797,72.37272321,111646.7004,0.467742552,0.895484382,0.742650574,1.239020859,1.314814815,2128.637836,0.915730337,2.530612245,20,62.92301134,5.728168899,0.187672732,0.032640071,0.962043325,0.001067191,17_0,Control
H03,T0,6889.812678,412.0987194,93.66099486,241990.0162,0.509817511,0.914151692,0.485134207,1.44945099,1.657407407,7032.736205,1.039325843,3.178571429,0.684939894,23.95950343,3.279713303,0.318027547,0.053383857,0.980244829,0.002867707,18_0,Control
H03,T0,8417.040624,476.8354904,103.5225047,326757.4227,0.465191899,0.913448247,0.71193544,1.202784514,1.37037037,7422.383234,0.876404494,2.551020408,1.437915682,30.66744042,3.804373347,0.274604268,0.039577613,0.975649522,0.00157816,24_0,Control
H03,T0,4670.328047,333.1760172,77.11320482,135053.9862,0.528700579,0.9265123,0.403150145,1.61873899,1.851851852,3854.217535,1.213483146,3.244897959,2.367761742,29.92632785,3.787452117,0.288783746,0.045852915,0.986906407,0.00210906,25_0,Control
H03,T0,6233.429603,382.3220682,89.08787274,208246.1187,0.53589313,0.938402536,0.807680679,1.548121061,1.824074074,5850.349491,1.207865169,3.091836735,0.922231986,52.51686566,4.47248575,0.296922536,0.043477545,0.986946476,0.0018956,27_0,Control
H03,T0,4879.330817,359.8759463,78.8197751,144220.4091,0.473439499,0.901363811,0.567318768,1.237262364,1.342592593,2858.07606,0.93258427,2.448979592,5.76744186,50.50477993,5.209226845,0.202013325,0.031734223,0.966269659,0.00100978,28_0,Control
H03,T0,4353.964403,342.4983726,74.45562205,121566.423,0.46642059,0.906625528,0.470747481,1.294659623,1.388888889,2142.661677,0.95505618,2.663265306,20,57.78214012,5.478396605,0.202438998,0.034797014,0.96545894,0.001213371,30_0,Control
H03,T0,5007.228034,356.4969143,79.84610662,149927.8738,0.495103144,0.903259086,0.483703356,1.628483753,1.824074074,4854.510067,1.196629213,3.489795918,0.856628607,25.69763709,3.417031435,0.316309841,0.04870185,0.984408278,0.002378191,32_0,Control
H03,T0,3685.623459,341.1287494,68.50314981,94678.80598,0.398001018,0.839879154,0.739225372,1.056204482,1.12962963,876.6497198,0.792134831,2.204081633,20,63.34535297,5.879276068,0.175076331,0.043494698,0.931224218,0.001892993,35_0,Control
H03,T0,8282.124657,475.8157773,102.6894767,318932.6427,0.459699414,0.901400481,0.501661326,1.677767435,1.935185185,10481.01317,1.247191011,3.571428571,0.643159528,27.20749785,3.440650813,0.327527413,0.049456088,0.989600492,0.002455713,37_0,Control
H03,T0,4000.947288,316.0458674,71.37341454,107085.476,0.503352769,0.942325354,0.558134997,1.321428395,1.444444444,1893.60689,0.983146067,2.795918367,20,54.65452967,5.391297497,0.1945041,0.037731925,0.959248957,0.0014254,40_0,Control
H03,T0,8735.483898,438.9611692,105.4626168,345475.1216,0.569697907,0.961295306,0.304438373,1.629926803,1.87962963,11764.81167,1.213483146,3.326530612,0.36337409,30.96508017,3.71816481,0.299269144,0.040149967,0.987567277,0.001619733,42_0,Control
H03,T0,4748.834063,348.9365438,77.75862216,138473.5476,0.490121719,0.896412974,0.375805348,1.574891008,1.712962963,3606.500407,1.08988764,3.571428571,2.832463427,19.69864822,3.166568041,0.29169127,0.04434871,0.977308666,0.001972403,44_0,Control
H03,T0,2292.531618,226.1661798,54.02723307,46447.17752,0.563209372,0.953405405,0.678438486,1.900373922,2.037037037,921.681352,1.252808989,4.448979592,20,2.699626167,1.25226475,0.511578723,0.134361257,0.931065135,0.018097557,47_0,Control
H03,T0,5840.379619,461.6722978,86.23341747,188863.4602,0.344336697,0.827361444,0.911351876,1.248871749,1.333333333,2163.045869,0.915730337,2.469387755,20,24.32726693,3.706326151,0.251823011,0.036780133,0.986753512,0.001355114,51_0,Control
H03,T0,4222.947742,341.0562805,73.32683043,116120.7649,0.456219105,0.880821992,0.470653816,1.094715317,1.12037037,1879.626199,0.825842697,2.142857143,20,21.33675446,3.492587453,0.262233123,0.041209239,0.985056958,0.001701533,54_0,Control
H03,T0,3062.77441,287.3189465,62.44714161,71723.06525,0.466225843,0.910932426,0.453389393,0.861060097,0.898148148,595.8535873,0.606741573,1.714285714,20,24.45207552,3.838031438,0.235040046,0.052950975,0.978838918,0.002804959,55_0,Control
H03,T0,6270.602981,414.6930279,89.35311794,210111.7229,0.458211201,0.917814474,0.51513721,1.291303735,1.472222222,5289.180099,0.960674157,2.693877551,2.238826246,55.8674198,5.078798065,0.238849849,0.034998414,0.966506574,0.001229575,56_0,Control
H03,T0,11972.68724,537.0109957,123.466995,554336.893,0.521717188,0.958462531,0.506018849,1.742850244,1.87962963,19967.83525,1.162921348,4.06122449,0.183328519,4.98406727,1.601943305,0.459420536,0.089261841,0.954378931,0.00801569,57_0,Control
H03,T0,11591.59512,528.9557773,121.4861198,528081.7175,0.520612196,0.957278719,0.529989526,1.297494342,1.425925926,13972.71657,1.005617978,2.551020408,2.497458455,50.72921827,4.882683369,0.235643532,0.025781873,0.977491532,0.000667892,5_0,Control
H03,T0,6400.839781,449.9730406,90.27625562,216691.4431,0.397259079,0.86566587,0.542146185,1.160739196,1.259259259,4502.507343,0.91011236,2.183673469,1.204155564,26.45947995,3.768231975,0.254505798,0.032564412,0.986480433,0.001063154,6_0,Control
H04,T0,8120.173507,492.4086276,101.6805095,309623.7674,0.420846641,0.890425016,0.64897736,1.370151352,1.526785714,8581.257918,1.134078212,2.41509434,1.091156257,21.51790171,3.241904765,0.324778037,0.047185786,0.993867157,0.002236846,10_0,Control
H04,T0,3635.71235,404.290925,68.03773024,92762.10603,0.279519038,0.77049361,0.906206877,1.406906871,1.526785714,333.4369285,1.022346369,2.867924528,20,37.76796843,4.368905457,0.232204224,0.081446253,0.943923212,0.006634361,11_0,Control
H04,T0,4254.662092,332.5062142,73.60165776,117431.3187,0.483587877,0.906959991,0.640299485,1.140139515,1.133928571,1919.994944,0.877094972,2.150943396,20,37.52833017,4.454384149,0.22396158,0.038402459,0.971754238,0.001476248,16_0,Control
H04,T0,7609.3645,447.8611456,98.43040075,280872.2989,0.476728898,0.911559542,0.42945224,1.664391065,1.830357143,8897.834632,1.189944134,3.660377358,0.509602184,15.07497796,2.282249664,0.410952333,0.061563683,0.993139681,0.003813424,17_0,Control
H04,T0,10628.9866,523.9596981,116.3324807,463686.1417,0.486525891,0.948545446,0.485968826,1.784886217,1.910714286,16744.0176,1.217877095,3.924528302,0.151277436,5.612447092,1.43770059,0.521142021,0.088219394,0.98489415,0.007815733,18_0,Control
H04,T0,9456.595442,491.0214216,109.7292635,389124.47,0.49288295,0.91065662,0.709636937,1.448494929,1.642857143,11033.18587,1.139664804,2.773584906,1.255427459,36.21561262,4.08169516,0.271506706,0.033939543,0.988303487,0.001157648,19_0,Control
H04,T0,3819.759564,340.8813254,69.73857561,99894.2217,0.413085044,0.859449026,0.542519923,1.027082693,1.089285714,1241.742976,0.776536313,1.981132075,20,77.27541358,6.738842641,0.147613766,0.036578906,0.93123673,0.001339089,20_0,Control
H04,T0,5152.282194,404.3934111,80.99437904,156489.7114,0.39591446,0.856192492,0.367932555,1.736475366,1.946428571,3163.858117,1.234636872,3.721698113,4.9499876,25.2785235,2.852144883,0.40601129,0.096880264,0.982901543,0.009404135,24_0,Control
